TaxId	NCBIGroups
1397976	viral
1397977	viral
1397978	viral
1397979	viral
1397980	viral
1397981	viral
1397982	viral
1397983	viral
1399041	viral
1399042	viral
1399043	viral
1399044	viral
1399045	viral
1399046	viral
1399047	viral
1399048	viral
1399049	viral
1399050	viral
1399051	viral
1399052	viral
1399053	viral
1399054	viral
1399055	viral
1399056	viral
1399057	viral
1399058	viral
1399059	viral
1399060	viral
1399061	viral
1399062	viral
565038	viral
1124961	viral
1192577	viral
1243587	viral
1299238	viral
1299239	viral
1299240	viral
913063	viral
1173781	viral
1192575	viral
29474	viral
29477	viral
29479	viral
29480	viral
29481	viral
1029983	viral
34039	viral
34040	viral
34041	viral
34042	viral
1299277	viral
1299278	viral
44468	viral
44469	viral
913072	viral
1124980	viral
1173831	viral
1192717	viral
1192718	viral
1410932	viral
46627	viral
47066	viral
465517	viral
984254	viral
1249525	viral
596157	viral
1127484	viral
1367492	viral
295319	viral
554290	viral
941189	viral
1072568	viral
1072569	viral
1072570	viral
1072571	viral
1072572	viral
1243588	viral
1242089	viral
224729	viral
523829	viral
523830	viral
702983	viral
702984	viral
702985	viral
930774	viral
930775	viral
930776	viral
930777	viral
1016998	viral
1029977	viral
1299064	viral
1299065	viral
1299066	viral
1299067	viral
1299068	viral
1299069	viral
1299070	viral
1299071	viral
1299072	viral
1299073	viral
1299074	viral
1299075	viral
1299076	viral
1299077	viral
1299078	viral
1299079	viral
1299080	viral
1299081	viral
1299082	viral
1299083	viral
1299084	viral
1299085	viral
1299086	viral
1487537	viral
476213	viral
566547	viral
1299241	viral
1299242	viral
1299243	viral
1192558	viral
1192810	viral
57742	viral
465518	viral
936157	viral
1173939	viral
454166	viral
935289	viral
935702	viral
935703	viral
1003185	viral
1003186	viral
1003187	viral
1003188	viral
1003189	viral
1003190	viral
1029989	viral
1029990	viral
1072587	viral
1072588	viral
1072589	viral
1072590	viral
1072591	viral
1072592	viral
1072593	viral
1072594	viral
1072595	viral
1072596	viral
1072597	viral
1072598	viral
1072599	viral
1072600	viral
1072601	viral
1072602	viral
1124906	viral
1124907	viral
1124908	viral
1124909	viral
1124910	viral
1124911	viral
1124912	viral
1124913	viral
1124914	viral
1124915	viral
1124916	viral
1124917	viral
1124918	viral
1124919	viral
1124920	viral
1124921	viral
1124922	viral
1124923	viral
1192702	viral
1192703	viral
1192704	viral
1192819	viral
1262652	viral
1262654	viral
1263410	viral
1265611	viral
1265612	viral
1265613	viral
1265614	viral
1265615	viral
1265616	viral
1265617	viral
1265618	viral
1265619	viral
1265620	viral
1265621	viral
1265622	viral
1265623	viral
1265624	viral
1265625	viral
1265626	viral
1265627	viral
1265628	viral
1265629	viral
1265630	viral
1265631	viral
1265632	viral
1265633	viral
1265634	viral
1265635	viral
1265636	viral
1265637	viral
1265638	viral
1265639	viral
1265640	viral
1265641	viral
1265642	viral
1265643	viral
1265644	viral
1265645	viral
1265646	viral
1265647	viral
1265648	viral
1265649	viral
1265650	viral
1265651	viral
1265652	viral
1265653	viral
1265654	viral
1265655	viral
1265656	viral
1265657	viral
1265658	viral
1265659	viral
1265660	viral
1265661	viral
1265662	viral
1265663	viral
1265664	viral
1265665	viral
1265666	viral
1265667	viral
1265668	viral
1265669	viral
1265670	viral
1265671	viral
1265672	viral
1265673	viral
1265674	viral
1265675	viral
1265676	viral
1265677	viral
1265678	viral
1265679	viral
1265680	viral
1265681	viral
1265682	viral
1406860	viral
1124925	viral
1163747	viral
1173420	viral
1173421	viral
1173422	viral
1173423	viral
1173424	viral
1173425	viral
1173426	viral
1173427	viral
1173428	viral
1173429	viral
1173430	viral
1173431	viral
1173432	viral
1173433	viral
1173434	viral
1173435	viral
1173436	viral
1173437	viral
1173438	viral
1173439	viral
1173440	viral
1173441	viral
1173442	viral
1173443	viral
1173444	viral
1173445	viral
1173446	viral
1173447	viral
1173448	viral
1173449	viral
1173450	viral
1173451	viral
1173452	viral
1173453	viral
1173454	viral
1173455	viral
1173456	viral
1173457	viral
1173458	viral
1173459	viral
1173460	viral
1173461	viral
1173462	viral
1173463	viral
1173464	viral
1173465	viral
1173466	viral
1173467	viral
1173468	viral
1173469	viral
1173471	viral
1173472	viral
1173473	viral
1173474	viral
1173475	viral
1173476	viral
1173477	viral
1173478	viral
1182172	viral
1182173	viral
1182174	viral
1182175	viral
1182176	viral
1182177	viral
1182178	viral
1182179	viral
1182180	viral
1182181	viral
1182182	viral
1182183	viral
1182184	viral
1182185	viral
1182186	viral
1182187	viral
1182188	viral
1182189	viral
1182190	viral
1182191	viral
1182192	viral
1182193	viral
1183387	viral
1183388	viral
1183389	viral
1183390	viral
1183391	viral
1183392	viral
1183393	viral
1192822	viral
1196346	viral
1196347	viral
1196348	viral
1196349	viral
1208622	viral
1208623	viral
1208624	viral
1208625	viral
1208626	viral
1208627	viral
1208628	viral
1208629	viral
1208630	viral
1212554	viral
1232184	viral
1299151	viral
1299152	viral
1299153	viral
1299154	viral
1299155	viral
1299156	viral
1299157	viral
1299158	viral
1299159	viral
1299160	viral
1299161	viral
1299162	viral
1299163	viral
1299164	viral
1328327	viral
1397942	viral
1397943	viral
1397944	viral
1429045	viral
1114948	viral
1192559	viral
1192823	viral
1320309	viral
1429917	viral
1430429	viral
1430430	viral
1430431	viral
1430432	viral
1430433	viral
1430434	viral
1430435	viral
1430436	viral
1430437	viral
1430438	viral
1430439	viral
1432046	viral
1432047	viral
1432048	viral
58099	viral
1243596	viral
984211	viral
1124924	viral
1173799	viral
1173801	viral
1192556	viral
1192820	viral
1192821	viral
1299215	viral
1299216	viral
1299217	viral
1299218	viral
1328326	viral
1397945	viral
1397946	viral
1397947	viral
1397948	viral
1397949	viral
1397950	viral
1397951	viral
1397952	viral
1397953	viral
1397954	viral
1397955	viral
1397956	viral
1397957	viral
1397958	viral
1397959	viral
1397960	viral
1399017	viral
1399018	viral
1399019	viral
1399020	viral
1399021	viral
1399022	viral
1399023	viral
1399024	viral
1399025	viral
1399026	viral
1399027	viral
1399028	viral
1399029	viral
1399030	viral
1399031	viral
1399032	viral
1399033	viral
1399034	viral
1399035	viral
1399036	viral
1399037	viral
1399038	viral
1399039	viral
1399040	viral
1454583	viral
1454584	viral
1454585	viral
1454586	viral
1454587	viral
1454588	viral
1454589	viral
1454590	viral
1454591	viral
1454592	viral
1454593	viral
1454594	viral
1454595	viral
1454596	viral
1454597	viral
1486045	viral
913078	viral
1124956	viral
1192570	viral
1192802	viral
71517	viral
523828	viral
877469	viral
1124958	viral
1124959	viral
1124963	viral
1192572	viral
1410933	viral
439846	viral
439847	viral
702982	viral
1079469	viral
1124964	viral
1137136	viral
1192746	viral
1192747	viral
1299244	viral
1299245	viral
1299246	viral
1299247	viral
1299248	viral
1299249	viral
1299250	viral
1321366	viral
1397984	viral
1397985	viral
1397986	viral
1397987	viral
1397988	viral
1397989	viral
1397990	viral
1397991	viral
1397992	viral
1397993	viral
1397994	viral
1399068	viral
1399069	viral
1399070	viral
1399071	viral
1399072	viral
1399073	viral
1399074	viral
1399075	viral
1399076	viral
1399077	viral
1399078	viral
1399079	viral
1399080	viral
1399081	viral
1399082	viral
1399083	viral
1399084	viral
1399085	viral
1399086	viral
1399087	viral
1399088	viral
1399089	viral
1399090	viral
1399091	viral
1399092	viral
1399093	viral
1399094	viral
1399095	viral
1399096	viral
1399097	viral
1399098	viral
1399099	viral
1399100	viral
1399101	viral
1399102	viral
1399103	viral
1399104	viral
1399105	viral
1399106	viral
1399107	viral
209261	viral
220341	viral
496064	viral
496065	viral
496066	viral
496067	viral
496068	viral
497973	viral
497974	viral
497975	viral
497976	viral
497977	viral
527001	viral
596159	viral
1132507	viral
1156917	viral
1169660	viral
1169661	viral
1176487	viral
1176488	viral
1192853	viral
1299275	viral
1299276	viral
1443995	viral
33792	viral
85569	viral
588858	viral
1094460	viral
1094461	viral
1159899	viral
1159900	viral
178328	viral
216597	viral
568708	viral
568709	viral
589363	viral
589366	viral
702980	viral
702981	viral
718274	viral
891421	viral
891422	viral
891423	viral
891424	viral
909946	viral
946034	viral
990282	viral
996633	viral
1008297	viral
1029978	viral
1037262	viral
1114946	viral
1114947	viral
1114957	viral
1124970	viral
1124971	viral
1124972	viral
1124973	viral
1124974	viral
1134654	viral
1134655	viral
1134656	viral
1134657	viral
1134658	viral
1134659	viral
1134660	viral
1134661	viral
1134662	viral
1134663	viral
1134664	viral
1141101	viral
1171376	viral
1173929	viral
1173932	viral
1192690	viral
1192691	viral
1192692	viral
1192693	viral
1192694	viral
1192695	viral
1192696	viral
1218143	viral
1218144	viral
1218145	viral
1218146	viral
1218147	viral
1218148	viral
1218149	viral
1218150	viral
1218151	viral
1218152	viral
1218153	viral
1231722	viral
1231723	viral
1231724	viral
1234890	viral
1234891	viral
1234893	viral
1234894	viral
1234895	viral
1236523	viral
1262136	viral
1271861	viral
1299100	viral
1299101	viral
1299102	viral
1299103	viral
1299104	viral
1299105	viral
1299106	viral
1299107	viral
1299108	viral
1299109	viral
1299110	viral
1299111	viral
1299112	viral
1299113	viral
1299114	viral
1299115	viral
1300339	viral
1310128	viral
1310129	viral
1310130	viral
1310131	viral
1310132	viral
1310133	viral
1330026	viral
1330027	viral
1330028	viral
1330029	viral
1330030	viral
1330031	viral
1330032	viral
1330033	viral
1330034	viral
1331664	viral
1352603	viral
1365217	viral
1365218	viral
1379271	viral
1385958	viral
1385959	viral
1387331	viral
1387332	viral
1387333	viral
1387334	viral
1387335	viral
1387336	viral
1387337	viral
1387338	viral
1387339	viral
1387340	viral
1387341	viral
1387342	viral
1387343	viral
1387344	viral
1387345	viral
1387346	viral
1387348	viral
1387349	viral
1387350	viral
1387351	viral
1401642	viral
1454630	viral
1454631	viral
1454632	viral
1454633	viral
1454634	viral
1454635	viral
1454636	viral
1454637	viral
1454638	viral
1454639	viral
1454640	viral
1454641	viral
1454642	viral
1454643	viral
1454644	viral
1454645	viral
1454646	viral
1454647	viral
1461749	viral
1197911	viral
1271862	viral
1410937	viral
2895798	viral
439851	viral
687860	viral
687915	viral
909945	viral
1173811	viral
1173812	viral
1192685	viral
1192686	viral
1192687	viral
1192688	viral
1192689	viral
1242092	viral
1299225	viral
1299226	viral
1299227	viral
745015	viral
745016	viral
745017	viral
745018	viral
745019	viral
745020	viral
745021	viral
745022	viral
749941	viral
749942	viral
749943	viral
749944	viral
749945	viral
749946	viral
749947	viral
749948	viral
749949	viral
749950	viral
749951	viral
749952	viral
749953	viral
763919	viral
763920	viral
763921	viral
763922	viral
766761	viral
766762	viral
789332	viral
858313	viral
858314	viral
858315	viral
858316	viral
858317	viral
858318	viral
859198	viral
859199	viral
871586	viral
871587	viral
871588	viral
871589	viral
871590	viral
871591	viral
871592	viral
871593	viral
882860	viral
882862	viral
882863	viral
882864	viral
882865	viral
882866	viral
882867	viral
882868	viral
882869	viral
913242	viral
984240	viral
984241	viral
984242	viral
1074495	viral
1074496	viral
1074497	viral
1074498	viral
1074499	viral
1074500	viral
1074501	viral
1074502	viral
1074503	viral
1074504	viral
1074505	viral
1074506	viral
1074507	viral
1074508	viral
1074509	viral
1074510	viral
1074511	viral
1074512	viral
1074513	viral
1074514	viral
1074515	viral
1074516	viral
1074517	viral
1074518	viral
1074519	viral
1074520	viral
1074521	viral
1074522	viral
1074523	viral
1074524	viral
1074525	viral
1074526	viral
1074527	viral
1074528	viral
1074529	viral
1074530	viral
1074531	viral
1074532	viral
1074533	viral
1074534	viral
1074535	viral
1074536	viral
1074537	viral
1074538	viral
1074539	viral
1074540	viral
1074541	viral
1079473	viral
1124957	viral
1173861	viral
1173862	viral
1173866	viral
1173868	viral
1173869	viral
1173870	viral
1173871	viral
1173872	viral
1173873	viral
1173874	viral
1173875	viral
1173877	viral
1173880	viral
1192738	viral
1192739	viral
1299233	viral
1299234	viral
1410936	viral
1454598	viral
1454599	viral
1454600	viral
1454601	viral
1454602	viral
1454603	viral
1454604	viral
1454605	viral
1454606	viral
1454607	viral
1454608	viral
1454609	viral
1454610	viral
1454611	viral
1454612	viral
1454613	viral
1194153	viral
321314	viral
904139	viral
938142	viral
997330	viral
997331	viral
1192824	viral
1299219	viral
1299220	viral
1299221	viral
1192711	viral
1192712	viral
1194154	viral
1243594	viral
573395	viral
749928	viral
749929	viral
749930	viral
924829	viral
1003191	viral
1003192	viral
1029981	viral
1079468	viral
1124969	viral
1192582	viral
1299279	viral
1299280	viral
465516	viral
1124933	viral
1192719	viral
1192720	viral
1192721	viral
1212559	viral
1242095	viral
1328328	viral
941190	viral
565036	viral
1192709	viral
1192710	viral
1299260	viral
149388	viral
149389	viral
1192734	viral
1192735	viral
1194155	viral
930771	viral
1079987	viral
1124927	viral
1182171	viral
1192707	viral
1192708	viral
1299117	viral
1299118	viral
1299119	viral
1299120	viral
1299121	viral
1299122	viral
1299123	viral
1299124	viral
1299125	viral
1299126	viral
1299127	viral
1299128	viral
1299129	viral
1299130	viral
1299131	viral
1299132	viral
1299133	viral
1299134	viral
1299135	viral
1299136	viral
1299137	viral
1299138	viral
1299139	viral
1299140	viral
1299141	viral
1299142	viral
1299143	viral
1299144	viral
1299145	viral
1299146	viral
1299147	viral
1299148	viral
1299149	viral
29475	viral
29476	viral
29478	viral
272989	viral
550537	viral
565035	viral
696864	viral
696865	viral
696866	viral
696867	viral
696868	viral
696869	viral
696870	viral
702976	viral
702978	viral
702979	viral
882872	viral
882873	viral
882874	viral
882875	viral
882876	viral
882877	viral
882878	viral
882879	viral
885380	viral
885381	viral
885382	viral
885383	viral
885384	viral
885385	viral
885386	viral
885387	viral
886715	viral
886716	viral
886717	viral
886718	viral
886719	viral
886720	viral
886721	viral
886722	viral
886723	viral
886724	viral
886725	viral
886726	viral
886727	viral
886728	viral
887063	viral
887064	viral
887065	viral
887066	viral
887067	viral
887068	viral
887069	viral
887070	viral
891411	viral
891412	viral
891413	viral
891414	viral
909465	viral
910413	viral
910414	viral
910415	viral
910416	viral
910417	viral
910418	viral
910419	viral
925126	viral
925127	viral
925128	viral
925129	viral
925130	viral
925131	viral
925132	viral
925133	viral
926034	viral
926035	viral
926036	viral
926037	viral
930768	viral
930769	viral
938147	viral
984212	viral
984213	viral
984214	viral
984215	viral
984216	viral
984217	viral
984218	viral
984219	viral
984220	viral
984221	viral
984222	viral
984223	viral
984224	viral
984225	viral
984226	viral
984227	viral
984228	viral
984229	viral
984230	viral
984231	viral
984232	viral
984233	viral
984234	viral
997328	viral
997329	viral
998821	viral
998822	viral
1029984	viral
1029985	viral
1029986	viral
1079475	viral
1079476	viral
1090945	viral
1114951	viral
1116476	viral
1116477	viral
1124930	viral
1124931	viral
1124932	viral
1147754	viral
1173817	viral
1173819	viral
1173823	viral
1179780	viral
1182757	viral
1182758	viral
1182759	viral
1182760	viral
1182761	viral
1192585	viral
1192586	viral
1192587	viral
1192588	viral
1192589	viral
1192590	viral
1192591	viral
1192592	viral
1192593	viral
1192594	viral
1192595	viral
1192596	viral
1192597	viral
1192598	viral
1192599	viral
1192600	viral
1192601	viral
1192602	viral
1192603	viral
1192604	viral
1192605	viral
1192606	viral
1192607	viral
1192608	viral
1192609	viral
1192610	viral
1192611	viral
1192612	viral
1192613	viral
1192614	viral
1192615	viral
1192616	viral
1192617	viral
1192618	viral
1192619	viral
1192620	viral
1192621	viral
1192622	viral
1192623	viral
1192624	viral
1192625	viral
1192626	viral
1192627	viral
1192628	viral
1192629	viral
1192630	viral
1192631	viral
1192632	viral
1192633	viral
1192634	viral
1192635	viral
1192636	viral
1192637	viral
1192638	viral
1192639	viral
1192640	viral
1192641	viral
1192642	viral
1192643	viral
1192644	viral
1192645	viral
1192646	viral
1192647	viral
1192648	viral
1192649	viral
1192650	viral
1192651	viral
1192652	viral
1192653	viral
1192654	viral
1192655	viral
1192656	viral
1192657	viral
1192658	viral
1192659	viral
1192825	viral
1192826	viral
1192827	viral
1192828	viral
1227163	viral
1227164	viral
1227165	viral
1227166	viral
1227167	viral
1227168	viral
1227169	viral
1227170	viral
1227171	viral
1243618	viral
1243619	viral
1243620	viral
1243621	viral
1244111	viral
1244112	viral
1244113	viral
1244118	viral
1244119	viral
1244120	viral
1244121	viral
1244122	viral
1244123	viral
1244124	viral
1244125	viral
1244126	viral
1244127	viral
1244128	viral
1244129	viral
1244130	viral
1244131	viral
1245388	viral
1245389	viral
1245390	viral
1245391	viral
1245392	viral
1245393	viral
1247523	viral
1247524	viral
1247525	viral
1247526	viral
1247527	viral
1247528	viral
1247529	viral
1247530	viral
1247531	viral
1247532	viral
1247533	viral
1247534	viral
1247535	viral
1247536	viral
1247537	viral
1247538	viral
1247539	viral
1247540	viral
1260226	viral
1260227	viral
1260228	viral
1260229	viral
1260230	viral
1260231	viral
1260232	viral
1260233	viral
1260234	viral
1260235	viral
1260236	viral
1260237	viral
1260238	viral
1260239	viral
1260240	viral
1260241	viral
1260242	viral
1283309	viral
1284233	viral
1284234	viral
1284235	viral
1284236	viral
1284237	viral
1284286	viral
1284287	viral
1284288	viral
1284289	viral
1284290	viral
1284291	viral
1284292	viral
1284293	viral
1284294	viral
1284295	viral
1284296	viral
1284297	viral
1284298	viral
1284299	viral
1284300	viral
1284301	viral
1284302	viral
1284303	viral
1284304	viral
1284305	viral
1284306	viral
1284307	viral
1284308	viral
1284309	viral
1284310	viral
1284311	viral
1284312	viral
1284313	viral
1284314	viral
1284315	viral
1284316	viral
1284317	viral
1284318	viral
1284319	viral
1284320	viral
1284321	viral
1284322	viral
1284323	viral
1284324	viral
1284325	viral
1284326	viral
1284327	viral
1284328	viral
1284329	viral
1284330	viral
1284331	viral
1284332	viral
1284333	viral
1284334	viral
1284335	viral
1284336	viral
1284337	viral
1284338	viral
1284339	viral
1284340	viral
1287470	viral
1287471	viral
1287472	viral
1298973	viral
1298974	viral
1298975	viral
1298976	viral
1298977	viral
1298978	viral
1298979	viral
1298980	viral
1298981	viral
1298982	viral
1298983	viral
1298984	viral
1298985	viral
1298986	viral
1298987	viral
1298988	viral
1298989	viral
1298990	viral
1298991	viral
1298992	viral
1298993	viral
1298994	viral
1298995	viral
1298996	viral
1298997	viral
1298998	viral
1298999	viral
1299000	viral
1299001	viral
1299002	viral
1299003	viral
1299004	viral
1299005	viral
1299006	viral
1299007	viral
1299008	viral
1299009	viral
1299010	viral
1299011	viral
1299012	viral
1384075	viral
1385945	viral
1385946	viral
1385947	viral
1385948	viral
1385949	viral
1385950	viral
1385951	viral
1385952	viral
1385956	viral
1385957	viral
1387347	viral
1397995	viral
1400811	viral
1400812	viral
1400813	viral
1400814	viral
1412451	viral
1412452	viral
1412453	viral
1412454	viral
1412455	viral
1412456	viral
1412457	viral
1412458	viral
1412459	viral
1412460	viral
1412461	viral
1412462	viral
1412463	viral
1412464	viral
1412465	viral
1412466	viral
1412467	viral
1412468	viral
1412469	viral
1412470	viral
1412471	viral
1412472	viral
1412473	viral
1412474	viral
1412475	viral
1412476	viral
1412477	viral
1412478	viral
1412479	viral
1412480	viral
1412481	viral
1412482	viral
1412483	viral
1412484	viral
1412485	viral
